code,-85,27,125
7.83E-01,8.95E-01,6.05E-01
8.50E-01,9.71E-01,6.65E-01
9.21E-01,1.05E+00,7.27E-01
1.01E+00,1.15E+00,8.06E-01
1.09E+00,1.25E+00,8.70E-01
1.21E+00,1.38E+00,9.78E-01
1.35E+00,1.54E+00,1.10E+00
1.52E+00,1.74E+00,1.26E+00
1.62E+00,1.86E+00,1.29E+00
1.89E+00,2.17E+00,1.53E+00
2.24E+00,2.56E+00,1.82E+00
2.75E+00,3.15E+00,2.28E+00
3.42E+00,3.91E+00,2.82E+00
4.70E+00,5.39E+00,3.98E+00
7.23E+00,8.32E+00,6.24E+00
1.59E+01,1.86E+01,1.48E+01
