time,signal
0,0
6.964433183718222e-13,0.001300157604796948
1.200780332869585e-12,0.002241634010398005
2.209454361865109e-12,0.004124618312503427
3.661626779775629e-12,0.006835580922512617
6.56597161559667e-12,0.01225771284336493
1.237466128723875e-11,0.02310291721650459
2.399204063052291e-11,0.0447975824856216
4.665415750923317e-11,0.08713368023439677
8.398425321580644e-11,0.1569098837673404
1.311239019647583e-10,0.2450581394696424
1.857063990139684e-10,0.3470613917968243
2.094636841337787e-10,0.391367858007115
2.422879949754727e-10,0.4523666745728694
2.662589778162694e-10,0.4966332354442357
2.864793961506162e-10,0.5336745839757638
3.072964194303481e-10,0.5713780155386456
3.294026913156232e-10,0.6107205925786812
3.52730853412259e-10,0.6511302680671838
3.712855468724599e-10,0.682192868926811
3.848996639705479e-10,0.7042299556026624
3.960374103785806e-10,0.7216923926838553
4.058570314961256e-10,0.7366027945570982
4.153356169971449e-10,0.7505131613559446
4.258684284674057e-10,0.7653585745448737
4.438250524055746e-10,0.7890041670194698
4.566051471851795e-10,0.8044906038601384
4.66614061111172e-10,0.8158028925767068
4.776557127554838e-10,0.827407506341989
4.878476725212278e-10,0.8372780466109416
4.97517883492892e-10,0.8458769634945564
5.072168260331523e-10,0.8537343941961283
5.17199026573112e-10,0.8610030949618647
5.27944857688446e-10,0.8678845337111423
5.400885849469198e-10,0.8744693283325401
5.549234694566108e-10,0.8807900185431535
5.708631150920178e-10,0.8854883448301906
5.865515885396805e-10,0.8880498026404183
6.021032283751362e-10,0.8886572125381101
6.176346695919175e-10,0.8874553474586339
6.333104862735095e-10,0.8845287087204408
6.493385841143599e-10,0.8798613735412957
6.644028053005376e-10,0.8739794623161159
6.784326738960111e-10,0.8671879096142463
6.924817316751852e-10,0.8590385302729785
7.072397927086926e-10,0.8488239664085918
7.236681979758352e-10,0.8349955857596361
7.406526120341559e-10,0.8171285488431316
7.474766689480718e-10,0.8087575508333399
7.542771360260599e-10,0.7995551887260891
7.606424386784941e-10,0.7900511012145942
7.664184243995809e-10,0.7806199741869776
7.726682453944324e-10,0.7694682417602317
7.822030568294932e-10,0.7503430502140392
7.925957878858416e-10,0.7263585672045416
8.013364331055121e-10,0.7035506320038355
8.10532775538908e-10,0.6769501851280041
8.211693700953897e-10,0.6430246870504938
8.326226430443803e-10,0.6031611960882874
8.4443195930203e-10,0.5592419641428016
